,gtfs_stop_id,gtfs_route_id,gtfs_ZDEr_ID_REF_A,gtfs_dest_name,gtfs_stop_name,osm_stop_id,gtfs_agency_name,osm_osm:ref:FR:STIF:ExternalCode_Line,osm_osm:ref:FR:STIF,osm_destination,osm_name
5711,StopPoint:59:5018164,100100031:31,22811,GARE DE L'EST,BROCHANT - CARDINET,StopPoint:Node:597269958,RATP,100100031:31,22811,Gare de l'Est,Brochant - Cardinet
5712,StopPoint:59:5018165,100100031:31,40838,CHARLES DE GAULLE - ETOILE,PARC MARTIN LUTHER KING,StopPoint:Node:596084024,RATP,100100031:31,40838,Charles de Gaulle-Étoile,Parc Martin Luther King
5713,StopPoint:59:5018169,100100031:31,25086,CHARLES DE GAULLE - ETOILE,JOUFFROY D'ABBANS - TOCQUEVILLE,StopPoint:Node:5334836831,RATP,100100031:31,25086,Charles de Gaulle-Étoile,Jouffroy d'Abbans - Tocqueville
5714,StopPoint:59:5018170,100100031:31,39720,GARE DE L'EST,JOUFFROY D'ABBANS - TOCQUEVILLE,StopPoint:Node:4087260188,RATP,100100031:31,39720,Gare de l'Est,Jouffroy d'Abbans - Tocqueville
5715,StopPoint:59:5018171,100100031:31,22812,CHARLES DE GAULLE - ETOILE,JOUFFROY D'ABBANS - MALESHERBES,StopPoint:Node:597413356,RATP,100100031:31,22812,Charles de Gaulle-Étoile,Jouffroy d'Abbans - Malesherbes
5716,StopPoint:59:5018172,100100031:31,25087,GARE DE L'EST,JOUFFROY D'ABBANS - MALESHERBES,StopPoint:Node:4078198782,RATP,100100031:31,25087,Gare de l'Est,Jouffroy D'Abbans - Malesherbes
5717,StopPoint:59:5018173,100100031:31,22813,CHARLES DE GAULLE - ETOILE,JOUFFROY D'ABBANS - VILLIERS,StopPoint:Node:2700086498,RATP,100100031:31,22813,Charles de Gaulle-Étoile,Jouffroy d'Abbans - Villiers
5718,StopPoint:59:5018174,100100031:31,25090,GARE DE L'EST,JOUFFROY D'ABBANS - VILLIERS,StopPoint:Node:2042462333,RATP,100100031:31,25090,Gare de l'Est,Jouffroy d'Abbans - Villiers
5719,StopPoint:59:5018175,100100031:31,25089,CHARLES DE GAULLE - ETOILE,WAGRAM - PRONY,StopPoint:Node:4086247047,RATP,100100031:31,25089,Charles de Gaulle-Étoile,Wagram - Prony
5720,StopPoint:59:5018176,100100031:31,25088,GARE DE L'EST,WAGRAM - PRONY,StopPoint:Node:4086247049,RATP,100100031:31,25088,Gare de l'Est,Wagram - Prony
5721,StopPoint:59:5018177,100100031:31,39721,CHARLES DE GAULLE - ETOILE,WAGRAM - COURCELLES,StopPoint:Node:597413601,RATP,100100031:31,39721,Charles de Gaulle-Étoile,Wagram – Courcelles
5722,StopPoint:59:5018178,100100031:31,22814,GARE DE L'EST,WAGRAM - COURCELLES,StopPoint:Node:2034367270,RATP,100100031:31,22814,Gare de l'Est,Wagram – Courcelles
5723,StopPoint:59:5018180,100100031:31,25085,CHARLES DE GAULLE - ETOILE,HOCHE - SAINT-HONORE,StopPoint:Node:838123025,RATP,100100031:31,25085,Charles de Gaulle-Étoile,Hoche - Saint-Honoré
5724,StopPoint:59:5018184,100100031:31,28250,GARE DE L'EST,TERNES,StopPoint:Node:838532965,RATP,100100031:31,28250,Gare de l'Est,Ternes
5725,StopPoint:59:5018185,100100031:31,29001,GARE DE L'EST,GUY MOQUET,StopPoint:Node:599796547,RATP,100100031:31,29001,Gare de l'Est,Guy Môquet
5726,StopPoint:59:5770813,100100031:31,27469,GARE DE L'EST,MAIRIE DU 18E - JULES JOFFRIN,StopPoint:Node:2078906757,RATP,100100031:31,27469,Gare de l'Est,Mairie du 18e - Jules Joffrin
5727,StopPoint:59:5770815,100100031:31,27486,GARE DE L'EST,DUHESME - LE RUISSEAU,StopPoint:Node:2042462383,RATP,100100031:31,27486,Gare de l'Est,Duhesme - Le Ruisseau
5728,StopPoint:59:5770817,100100031:31,27480,GARE DE L'EST,DAMREMONT - ORDENER,StopPoint:Node:1896375681,RATP,100100031:31,27480,Gare de l'Est,Damrémont - Ordener
5729,StopPoint:59:3740510,100100032:32,34172,GARE DE L'EST,CARREFOUR DE CHATEAUDUN,StopPoint:Node:1827138881,RATP,100100032:32,34172,Gare de l'Est,Carrefour de Châteaudun
5730,StopPoint:59:3740513,100100032:32,20512,PORTE D'AUTEUIL,TRINITE,StopPoint:Node:2497946442,RATP,100100032:32,20512,Porte d'Auteuil,Trinité
5731,StopPoint:59:3740516,100100032:32,28540,PORTE D'AUTEUIL,ROME - HAUSSMANN,StopPoint:Node:977993902,RATP,100100032:32,28540,Porte d'Auteuil,Rome - Haussmann
5732,StopPoint:59:3740518,100100032:32,28523,PORTE D'AUTEUIL,SAINT-AUGUSTIN,StopPoint:Node:817222305,RATP,100100032:32,28523,Porte d'Auteuil,Saint-Augustin
5733,StopPoint:59:3740521,100100032:32,36545,PORTE D'AUTEUIL,SAINT-PHILIPPE-DU-ROULE,StopPoint:Node:826750539,RATP,100100032:32,36545,Porte d'Auteuil,Saint-Philippe du Roule
5734,StopPoint:59:3740523,100100032:32,27223,GARE DE L'EST,LA BOETIE - CHAMPS-ELYSEES,StopPoint:Node:1579846441,RATP,100100032:32,27223,Gare de l'Est,La Boétie - Champs-Élysées
5736,StopPoint:59:3740531,100100032:32,8441,GARE DE L'EST,ALBERT DE MUN,StopPoint:Node:938887897,RATP,100100032:32,8441,Gare de l'Est,Albert de Mun
5738,StopPoint:59:3740535,100100032:32,25093,GARE DE L'EST,SCHEFFER,StopPoint:Node:931139776,RATP,100100032:32,25093,Gare de l'Est,Scheffer
5740,StopPoint:59:3740543,100100032:32,29454,PORTE D'AUTEUIL,RAFFET,StopPoint:Node:471047192,RATP,100100032:32,29454,Porte d'Auteuil,Raffet
5741,StopPoint:59:3740545,100100032:32,28005,PORTE D'AUTEUIL,ALFRED CAPUS,StopPoint:Node:2042462101,RATP,100100032:32,28005,Porte d'Auteuil,Alfred Capus
5742,StopPoint:59:3740546,100100032:32,9123,GARE DE L'EST,ALFRED CAPUS,StopPoint:Node:2042462100,RATP,100100032:32,9123,Gare de l'Est,Alfred Capus
5744,StopPoint:59:3740549,100100032:32,18234,GARE DE L'EST,GARE D'AUTEUIL,StopPoint:Node:997051170,RATP,100100032:32,18234,Gare de l'Est,Gare d'Auteuil
5746,StopPoint:59:3740553,100100032:32,25097,GARE DE L'EST,JEAN BOLOGNE,StopPoint:Node:324423388,RATP,100100032:32,25097,Gare de l'Est,Jean Bologne
5748,StopPoint:59:3740559,100100032:32,28406,GARE DE L'EST,GARE SAINT-LAZARE,StopPoint:Node:977993871,RATP,100100032:32,28406,Gare de l'Est,Gare Saint-Lazare
5750,StopPoint:59:3749938,100100032:32,27212,PORTE D'AUTEUIL,LA BOETIE - MIROMESNIL,StopPoint:Node:827576221,RATP,100100032:32,27212,Porte d'Auteuil,La Boétie - Miromesnil
5751,StopPoint:59:4045019,100100032:32,27332,GARE DE L'EST,ROND-POINT DES CHAMPS-ELYSEES - MATIGNON,StopPoint:Node:827520648,RATP,100100032:32,27332,Gare de l'Est,Rond-Point des Champs-Élysées - Matignon
5753,StopPoint:59:4473188,100100032:32,36546,GARE DE L'EST,SAINT-AUGUSTIN,StopPoint:Node:977993861,RATP,100100032:32,36546,Gare de l'Est,Saint-Augustin
5755,StopPoint:59:3666565,100100035:35,39803,GARE DE L'EST.,GARE DU NORD,StopPoint:Node:891069015,RATP,100100035:35,39803,Gare de l'Est,Gare du Nord
5756,StopPoint:59:3747908,100100035:35,8425,GARE DE L'EST.,GARE DE L'EST,StopPoint:Node:813027561,RATP,100100035:35,8425,Gare de l'Est,Gare de l'Est
5757,StopPoint:59:4035720,100100035:35,22834,GARE DE L'EST.,ORDENER - MARX DORMOY,StopPoint:Node:2042462376,RATP,100100035:35,22834,Gare de l'Est,Ordener - Marx Dormoy
5758,StopPoint:59:4035721,100100035:35,39802,MAIRIE D'AUBERVILLIERS,ORDENER - MARX DORMOY,StopPoint:Node:2281243446,RATP,100100035:35,39802,Aubervilliers — Mairie d'Aubervilliers,Ordener - Marx Dormoy
5759,StopPoint:59:4035722,100100035:35,22841,GARE DE L'EST.,DEPARTEMENT - MARX DORMOY,StopPoint:Node:2042462362,RATP,100100035:35,22841,Gare de l'Est,Département - Marx Dormoy
5760,StopPoint:59:4035729,100100035:35,39804,GARE DE L'EST.,LA FAYETTE - DUNKERQUE,StopPoint:Node:5137405225,RATP,100100035:35,39804,Gare de l'Est,La Fayette - Dunkerque
5761,StopPoint:59:4035732,100100035:35,39925,MAIRIE D'AUBERVILLIERS,VALENCIENNES,StopPoint:Node:2042462310,RATP,100100035:35,39925,Aubervilliers — Mairie d'Aubervilliers,Valenciennes
5762,StopPoint:59:5761424,100100035:35,23487,GARE DE L'EST.,EVANGILE - AUBERVILLIERS,StopPoint:Node:2327643417,RATP,100100035:35,23487,Gare de l'Est,Évangile - Aubervilliers
5763,StopPoint:59:5761425,100100035:35,23485,MAIRIE D'AUBERVILLIERS,EVANGILE - AUBERVILLIERS,StopPoint:Node:2327643422,RATP,100100035:35,23485,Aubervilliers — Mairie d'Aubervilliers,Évangile - Aubervilliers
5764,StopPoint:59:5770800,100100035:35,23483,GARE DE L'EST.,TRISTAN TZARA,StopPoint:Node:2042462385,RATP,100100035:35,23483,Gare de l'Est,Tristan Tzara
5765,StopPoint:59:5770801,100100035:35,23486,MAIRIE D'AUBERVILLIERS,TRISTAN TZARA,StopPoint:Node:2042462386,RATP,100100035:35,23486,Aubervilliers — Mairie d'Aubervilliers,Tristan Tzara
5766,StopPoint:59:3747906,100100038:38,39805,GARE DU NORD,GARE DU NORD,StopPoint:Node:827624431,RATP,100100038:38,39805,Gare du Nord,Gare du Nord
5767,StopPoint:59:3747908,100100038:38,8425,PORTE D'ORLEANS,GARE DE L'EST,StopPoint:Node:813027561,RATP,100100038:38,8425,Porte d'Orléans,Gare de l'Est
5768,StopPoint:59:3747908,100100038:38,8425,PORTE D'ORLEANS,GARE DE L'EST,StopPoint:Node:813027561,RATP,100100038:38,8425,Porte d'Orléans,Gare de l'Est
5769,StopPoint:59:3754274,100100038:38,36547,GARE DU NORD,ALESIA - GENERAL LECLERC,StopPoint:Node:831351258,RATP,100100038:38,36547,Gare du Nord,Alésia–Général Leclerc
5770,StopPoint:59:3754274,100100038:38,36547,GARE DU NORD,ALESIA - GENERAL LECLERC,StopPoint:Node:831351258,RATP,100100038:38,36547,Gare du Nord,Alésia–Général Leclerc
5773,StopPoint:59:3764604,100100038:38,39926,PORTE D'ORLEANS,GARE DU NORD,StopPoint:Node:808486071,RATP,100100038:38,39926,Porte d'Orléans,Gare du Nord
5774,StopPoint:59:3764604,100100038:38,39926,PORTE D'ORLEANS,GARE DU NORD,StopPoint:Node:808486071,RATP,100100038:38,39926,Porte d'Orléans,Gare du Nord
5775,StopPoint:59:3764608,100100038:38,39800,GARE DU NORD,GARE DE L'EST,StopPoint:Node:2490190440,RATP,100100038:38,39800,Gare du Nord,Gare de l'Est
5776,StopPoint:59:3764610,100100038:38,22975,PORTE D'ORLEANS,MAIRIE DU 10E,StopPoint:Node:813027552,RATP,100100038:38,22975,Porte d'Orléans,Mairie du 10e
5777,StopPoint:59:3764610,100100038:38,22975,PORTE D'ORLEANS,MAIRIE DU 10E,StopPoint:Node:813027552,RATP,100100038:38,22975,Porte d'Orléans,Mairie du 10e
5778,StopPoint:59:3764611,100100038:38,37122,PORTE D'ORLEANS,PORTE SAINT-MARTIN,StopPoint:Node:813027519,RATP,100100038:38,37122,Porte d'Orléans,Porte Saint-Martin
5779,StopPoint:59:3764611,100100038:38,37122,PORTE D'ORLEANS,PORTE SAINT-MARTIN,StopPoint:Node:813027519,RATP,100100038:38,37122,Porte d'Orléans,Porte Saint-Martin
5780,StopPoint:59:3764612,100100038:38,24791,PORTE D'ORLEANS,REAUMUR - ARTS ET METIERS,StopPoint:Node:813027531,RATP,100100038:38,24791,Porte d'Orléans,Réaumur − Arts et Métiers
5781,StopPoint:59:3764612,100100038:38,24791,PORTE D'ORLEANS,REAUMUR - ARTS ET METIERS,StopPoint:Node:813027531,RATP,100100038:38,24791,Porte d'Orléans,Réaumur − Arts et Métiers
5782,StopPoint:59:3764615,100100038:38,39924,PORTE D'ORLEANS,HOTEL DE VILLE,StopPoint:Node:813027557,RATP,100100038:38,39924,Porte d'Orléans,Hôtel de Ville
5783,StopPoint:59:3764615,100100038:38,39924,PORTE D'ORLEANS,HOTEL DE VILLE,StopPoint:Node:813027557,RATP,100100038:38,39924,Porte d'Orléans,Hôtel de Ville
5784,StopPoint:59:3764616,100100038:38,39779,PORTE D'ORLEANS,CHATELET,StopPoint:Node:827319995,RATP,100100038:38,39779,Porte d'Orléans,Châtelet
5785,StopPoint:59:3764616,100100038:38,39779,PORTE D'ORLEANS,CHATELET,StopPoint:Node:827319995,RATP,100100038:38,39779,Porte d'Orléans,Châtelet
5786,StopPoint:59:3764618,100100038:38,36492,PORTE D'ORLEANS,CITE - PALAIS DE JUSTICE,StopPoint:Node:827320004,RATP,100100038:38,36492,Porte d'Orléans,Cité - Palais de Justice
5787,StopPoint:59:3764618,100100038:38,36492,PORTE D'ORLEANS,CITE - PALAIS DE JUSTICE,StopPoint:Node:827320004,RATP,100100038:38,36492,Porte d'Orléans,Cité - Palais de Justice
5788,StopPoint:59:3764620,100100038:38,8432,PORTE D'ORLEANS,LES ECOLES,StopPoint:Node:638572250,RATP,100100038:38,8432,Porte d'Orléans,Les Écoles
5789,StopPoint:59:3764620,100100038:38,8432,PORTE D'ORLEANS,LES ECOLES,StopPoint:Node:638572250,RATP,100100038:38,8432,Porte d'Orléans,Les Écoles
5790,StopPoint:59:3764621,100100038:38,36548,PORTE D'ORLEANS,LUXEMBOURG,StopPoint:Node:827320011,RATP,100100038:38,36548,Porte d'Orléans,Luxembourg
5791,StopPoint:59:3764621,100100038:38,36548,PORTE D'ORLEANS,LUXEMBOURG,StopPoint:Node:827320011,RATP,100100038:38,36548,Porte d'Orléans,Luxembourg
5792,StopPoint:59:3764622,100100038:38,22976,PORTE D'ORLEANS,AUGUSTE COMTE,StopPoint:Node:5406580627,RATP,100100038:38,22976,Porte d'Orléans,Auguste Comte
5793,StopPoint:59:3764622,100100038:38,22976,PORTE D'ORLEANS,AUGUSTE COMTE,StopPoint:Node:5406580627,RATP,100100038:38,22976,Porte d'Orléans,Auguste Comte
5794,StopPoint:59:3764623,100100038:38,22977,PORTE D'ORLEANS,VAL DE GRACE,StopPoint:Node:827320007,RATP,100100038:38,22977,Porte d'Orléans,Val de Grâce
5795,StopPoint:59:3764623,100100038:38,22977,PORTE D'ORLEANS,VAL DE GRACE,StopPoint:Node:827320007,RATP,100100038:38,22977,Porte d'Orléans,Val de Grâce
5796,StopPoint:59:3764624,100100038:38,39759,PORTE D'ORLEANS,OBSERVATOIRE - PORT ROYAL,StopPoint:Node:827320006,RATP,100100038:38,39759,Porte d'Orléans,Observatoire - Port Royal
5797,StopPoint:59:3764624,100100038:38,39759,PORTE D'ORLEANS,OBSERVATOIRE - PORT ROYAL,StopPoint:Node:827320006,RATP,100100038:38,39759,Porte d'Orléans,Observatoire - Port Royal
5798,StopPoint:59:3764626,100100038:38,39769,GARE DU NORD,HOPITAL SAINT-VINCENT DE PAUL,StopPoint:Node:360389290,RATP,100100038:38,39769,Gare du Nord,Hôpital Saint-Vincent de Paul
5799,StopPoint:59:3764626,100100038:38,39769,GARE DU NORD,HOPITAL SAINT-VINCENT DE PAUL,StopPoint:Node:360389290,RATP,100100038:38,39769,Gare du Nord,Hôpital Saint-Vincent de Paul
5802,StopPoint:59:3764627,100100038:38,34169,PORTE D'ORLEANS,DENFERT-ROCHEREAU - ARAGO,StopPoint:Node:827320002,RATP,100100038:38,34169,Porte d'Orléans,Denfert Rochereau - Arago
5803,StopPoint:59:3764627,100100038:38,34169,PORTE D'ORLEANS,DENFERT-ROCHEREAU - ARAGO,StopPoint:Node:827320002,RATP,100100038:38,34169,Porte d'Orléans,Denfert Rochereau - Arago
5804,StopPoint:59:3764628,100100038:38,26866,GARE DU NORD,DENFERT-ROCHEREAU - ARAGO,StopPoint:Node:831351262,RATP,100100038:38,26866,Gare du Nord,Denfert Rochereau - Arago
5805,StopPoint:59:3764628,100100038:38,26866,GARE DU NORD,DENFERT-ROCHEREAU - ARAGO,StopPoint:Node:831351262,RATP,100100038:38,26866,Gare du Nord,Denfert Rochereau - Arago
5808,StopPoint:59:3764629,100100038:38,22978,PORTE D'ORLEANS,DENFERT-ROCHEREAU,StopPoint:Node:827320005,RATP,100100038:38,22978,Porte d'Orléans,Denfert Rochereau
5809,StopPoint:59:3764629,100100038:38,22978,PORTE D'ORLEANS,DENFERT-ROCHEREAU,StopPoint:Node:827320005,RATP,100100038:38,22978,Porte d'Orléans,Denfert Rochereau
5810,StopPoint:59:3764630,100100038:38,39752,PORTE D'ORLEANS,MOUTON - DUVERNET,StopPoint:Node:813457965,RATP,100100038:38,39752,Porte d'Orléans,Mouton - Duvernet
5811,StopPoint:59:3764630,100100038:38,39752,PORTE D'ORLEANS,MOUTON - DUVERNET,StopPoint:Node:813457965,RATP,100100038:38,39752,Porte d'Orléans,Mouton - Duvernet
5812,StopPoint:59:3764633,100100038:38,22967,PORTE D'ORLEANS,ALESIA - GENERAL LECLERC,StopPoint:Node:813457936,RATP,100100038:38,22967,Porte d'Orléans,Alésia–Général Leclerc
5813,StopPoint:59:3764633,100100038:38,22967,PORTE D'ORLEANS,ALESIA - GENERAL LECLERC,StopPoint:Node:813457936,RATP,100100038:38,22967,Porte d'Orléans,Alésia–Général Leclerc
5814,StopPoint:59:3764636,100100038:38,22966,GARE DU NORD,PORTE D'ORLEANS,StopPoint:Node:4610351352,RATP,100100038:38,22966,Gare du Nord,Porte d'Orléans
5815,StopPoint:59:3764636,100100038:38,22966,GARE DU NORD,PORTE D'ORLEANS,StopPoint:Node:4610351352,RATP,100100038:38,22966,Gare du Nord,Porte d'Orléans
5818,StopPoint:59:3764637,100100038:38,22980,GARE DU NORD,DENFERT-ROCHEREAU - DAGUERRE,StopPoint:Node:831351260,RATP,100100038:38,22980,Gare du Nord,Denfert Rochereau - Daguerre
5819,StopPoint:59:3764637,100100038:38,22980,GARE DU NORD,DENFERT-ROCHEREAU - DAGUERRE,StopPoint:Node:831351260,RATP,100100038:38,22980,Gare du Nord,Denfert Rochereau - Daguerre
5822,StopPoint:59:3764638,100100038:38,22981,GARE DU NORD,OBSERVATOIRE - PORT ROYAL,StopPoint:Node:831393962,RATP,100100038:38,22981,Gare du Nord,Observatoire - Port Royal
5823,StopPoint:59:3764638,100100038:38,22981,GARE DU NORD,OBSERVATOIRE - PORT ROYAL,StopPoint:Node:831393962,RATP,100100038:38,22981,Gare du Nord,Observatoire - Port Royal
5826,StopPoint:59:3764639,100100038:38,22982,GARE DU NORD,VAL DE GRACE,StopPoint:Node:360389277,RATP,100100038:38,22982,Gare du Nord,Val de Grâce
5827,StopPoint:59:3764639,100100038:38,22982,GARE DU NORD,VAL DE GRACE,StopPoint:Node:360389277,RATP,100100038:38,22982,Gare du Nord,Val de Grâce
5830,StopPoint:59:3764640,100100038:38,22983,GARE DU NORD,AUGUSTE COMTE,StopPoint:Node:360389291,RATP,100100038:38,22983,Gare du Nord,Auguste Comte
5831,StopPoint:59:3764640,100100038:38,22983,GARE DU NORD,AUGUSTE COMTE,StopPoint:Node:360389291,RATP,100100038:38,22983,Gare du Nord,Auguste Comte
5834,StopPoint:59:3764641,100100038:38,22964,GARE DU NORD,LUXEMBOURG,StopPoint:Node:831393959,RATP,100100038:38,22964,Gare du Nord,Luxembourg
5835,StopPoint:59:3764641,100100038:38,22964,GARE DU NORD,LUXEMBOURG,StopPoint:Node:831393959,RATP,100100038:38,22964,Gare du Nord,Luxembourg
5838,StopPoint:59:3764642,100100038:38,22962,GARE DU NORD,LES ECOLES,StopPoint:Node:638572251,RATP,100100038:38,22962,Gare du Nord,Les Écoles
5839,StopPoint:59:3764642,100100038:38,22962,GARE DU NORD,LES ECOLES,StopPoint:Node:638572251,RATP,100100038:38,22962,Gare du Nord,Les Écoles
5842,StopPoint:59:3764643,100100038:38,36484,GARE DU NORD,SAINT-MICHEL - SAINT-GERMAIN,StopPoint:Node:831428180,RATP,100100038:38,36484,Gare du Nord,Saint-Michel - Saint-Germain
5843,StopPoint:59:3764643,100100038:38,36484,GARE DU NORD,SAINT-MICHEL - SAINT-GERMAIN,StopPoint:Node:831428180,RATP,100100038:38,36484,Gare du Nord,Saint-Michel - Saint-Germain
5846,StopPoint:59:3764647,100100038:38,22984,GARE DU NORD,REAUMUR - SEBASTOPOL,StopPoint:Node:808486003,RATP,100100038:38,22984,Gare du Nord,Réaumur - Sébastopol
5847,StopPoint:59:3764648,100100038:38,22985,GARE DU NORD,STRASBOURG - SAINT-DENIS,StopPoint:Node:808486113,RATP,100100038:38,22985,Gare du Nord,Strasbourg - Saint-Denis
5848,StopPoint:59:3764649,100100038:38,22986,GARE DU NORD,CHATEAU D'EAU,StopPoint:Node:808486080,RATP,100100038:38,22986,Gare du Nord,Château d'Eau
5849,StopPoint:59:3764675,100100038:38,22972,PORTE D'ORLEANS,PORTE D'ORLEANS,StopPoint:Node:813457945,RATP,100100038:38,22972,Porte d'Orléans,Porte d'Orléans
5851,StopPoint:59:4035729,100100038:38,39804,PORTE D'ORLEANS,LA FAYETTE - DUNKERQUE,StopPoint:Node:5137405225,RATP,100100038:38,39804,Porte d'Orléans,La Fayette - Dunkerque
5852,StopPoint:59:4035729,100100038:38,39804,PORTE D'ORLEANS,LA FAYETTE - DUNKERQUE,StopPoint:Node:5137405225,RATP,100100038:38,39804,Porte d'Orléans,La Fayette - Dunkerque
5853,StopPoint:59:4035732,100100038:38,39925,GARE DU NORD,VALENCIENNES,StopPoint:Node:2042462310,RATP,100100038:38,39925,Gare du Nord,Valenciennes
5854,StopPoint:59:4036887,100100038:38,22979,GARE DU NORD,MOUTON - DUVERNET,StopPoint:Node:831351259,RATP,100100038:38,22979,Gare du Nord,Mouton-Duvernet
5855,StopPoint:59:4036887,100100038:38,22979,GARE DU NORD,MOUTON - DUVERNET,StopPoint:Node:831351259,RATP,100100038:38,22979,Gare du Nord,Mouton-Duvernet
5858,StopPoint:59:4036888,100100038:38,39751,PORTE D'ORLEANS,ALESIA - MAINE,StopPoint:Node:813457962,RATP,100100038:38,39751,Porte d'Orléans,Alésia - Maine
5859,StopPoint:59:4036888,100100038:38,39751,PORTE D'ORLEANS,ALESIA - MAINE,StopPoint:Node:813457962,RATP,100100038:38,39751,Porte d'Orléans,Alésia - Maine
5860,StopPoint:59:5018385,100100038:38,22644,GARE DU NORD,CITE - PALAIS DE JUSTICE,StopPoint:Node:831428176,RATP,100100038:38,22644,Gare du Nord,Cité - Palais de Justice
5861,StopPoint:59:5018385,100100038:38,22644,GARE DU NORD,CITE - PALAIS DE JUSTICE,StopPoint:Node:831428176,RATP,100100038:38,22644,Gare du Nord,Cité - Palais de Justice
5864,StopPoint:59:5018386,100100038:38,39789,GARE DU NORD,CHATELET,StopPoint:Node:697185100,RATP,100100038:38,39789,Gare du Nord,Châtelet
5865,StopPoint:59:5709975,100100038:38,26619,PORTE D'ORLEANS,SAINT-MICHEL - SAINT-GERMAIN,StopPoint:Node:676888667,RATP,100100038:38,26619,Porte d'Orléans,Saint-Michel - Saint-Germain
5866,StopPoint:59:5709975,100100038:38,26619,PORTE D'ORLEANS,SAINT-MICHEL - SAINT-GERMAIN,StopPoint:Node:676888667,RATP,100100038:38,26619,Porte d'Orléans,Saint-Michel - Saint-Germain
5867,StopPoint:59:6591454,100100038:38,28262,PORTE D'ORLEANS,GRENIER SAINT-LAZARE - QUARTIER DE L'HORLOGE,StopPoint:Node:706128129,RATP,100100038:38,28262,Porte d'Orléans,Grenier Saint-Lazare - Quartier de l'Horloge
5868,StopPoint:59:6591454,100100038:38,28262,PORTE D'ORLEANS,GRENIER SAINT-LAZARE - QUARTIER DE L'HORLOGE,StopPoint:Node:706128129,RATP,100100038:38,28262,Porte d'Orléans,Grenier Saint-Lazare - Quartier de l'Horloge
5869,StopPoint:59:6591455,100100038:38,28259,PORTE D'ORLEANS,CENTRE GEORGES POMPIDOU,StopPoint:Node:1014690200,RATP,100100038:38,28259,Porte d'Orléans,Centre Georges Pompidou
5870,StopPoint:59:6591455,100100038:38,28259,PORTE D'ORLEANS,CENTRE GEORGES POMPIDOU,StopPoint:Node:1014690200,RATP,100100038:38,28259,Porte d'Orléans,Centre Georges Pompidou
5871,StopPoint:59:6591521,100100038:38,37538,GARE DU NORD,LES HALLES - CENTRE GEORGES POMPIDOU,StopPoint:Node:5009848722,RATP,100100038:38,37538,Gare du Nord,Les Halles - Centre Georges Pompidou
5872,StopPoint:59:6591522,100100038:38,37536,GARE DU NORD,TURBIGO - ETIENNE MARCEL,StopPoint:Node:808486050,RATP,100100038:38,37536,Gare du Nord,Turbigo–Etienne Marcel
5873,StopPoint:59:7275161,100100038:38,39768,PORTE D'ORLEANS,HOPITAL SAINT-VINCENT DE PAUL,StopPoint:Node:827319999,RATP,100100038:38,39768,Porte d'Orléans,Hôpital Saint-Vincent de Paul
5874,StopPoint:59:7275161,100100038:38,39768,PORTE D'ORLEANS,HOPITAL SAINT-VINCENT DE PAUL,StopPoint:Node:827319999,RATP,100100038:38,39768,Porte d'Orléans,Hôpital Saint-Vincent de Paul
5875,StopPoint:59:3716938,100100039:39,26186,GARE DU NORD,PONT DU CARROUSEL - QUAI VOLTAIRE,StopPoint:Node:973785564,RATP,100100039:39,26186,Gare du Nord,Pont du Carrousel - Quai Voltaire
5877,StopPoint:59:3747906,100100039:39,39805,GARE DU NORD,GARE DU NORD,StopPoint:Node:827624431,RATP,100100039:39,39805,Gare du Nord,Gare du Nord
5882,StopPoint:59:3764608,100100039:39,39800,GARE DU NORD,GARE DE L'EST,StopPoint:Node:2490190440,RATP,100100039:39,39800,Gare du Nord,Gare de l'Est
5885,StopPoint:59:3764648,100100039:39,22985,GARE DU NORD,STRASBOURG - SAINT-DENIS,StopPoint:Node:808486113,RATP,100100039:39,22985,Gare du Nord,Strasbourg - Saint-Denis
5886,StopPoint:59:3764649,100100039:39,22986,GARE DU NORD,CHATEAU D'EAU,StopPoint:Node:808486080,RATP,100100039:39,22986,Gare du Nord,Château d'Eau
5887,StopPoint:59:3807577,100100039:39,36739,GARE DU NORD,PALAIS ROYAL - COMEDIE FRANCAISE,StopPoint:Node:973872832,RATP,100100039:39,36739,Gare du Nord,Palais Royal - Comédie Française
5891,StopPoint:59:3807579,100100039:39,26180,GARE DU NORD,MUSEE DU LOUVRE,StopPoint:Node:973872838,RATP,100100039:39,26180,Gare du Nord,Musée du Louvre
5900,StopPoint:59:3807605,100100039:39,22988,GARE DU NORD,FRERES VOISIN,StopPoint:Node:259288775,RATP,100100039:39,22988,Gare du Nord,Frères Voisin
5903,StopPoint:59:3807609,100100039:39,24247,GARE DU NORD,DESNOUETTES,StopPoint:Node:985727440,RATP,100100039:39,24247,Gare du Nord,Desnouettes
5905,StopPoint:59:3807610,100100039:39,24248,GARE DU NORD,DESNOUETTES - VASCO DE GAMA,StopPoint:Node:985727420,RATP,100100039:39,24248,Gare du Nord,Desnouettes - Vasco de Gama
5906,StopPoint:59:3807611,100100039:39,24249,GARE DU NORD,HAMEAU,StopPoint:Node:985727416,RATP,100100039:39,24249,Gare du Nord,Hameau
5907,StopPoint:59:3807627,100100039:39,26750,GARE DU NORD,REAUMUR - MONTMARTRE,StopPoint:Node:1244633375,RATP,100100039:39,26750,Gare du Nord,Réaumur — Montmartre
